Subject,Catalog,Instructor_Name,Requisite,Long Title,Description
MSIS,2691,"['Schermann,Michael']",MSINFSYSMJ Academic Plan ONLY,Silicon Valley Exposure,"This course allows you to connect and engage with companies, organizations, and individuals in
Silicon Valley. The objective of this course is for you to develop a plan for your engagement,
define specific milestones, and report on your engagement activities in an effective manner."
MSIS,2696,"['Varma,Subir']",MSINFSYSMJ Academic Plan ONLY,Special Topics,Covers special topics; offered on an occasional basis.
MSIS,2797,"['Kadambi,Vasu']",MSINFSYSMJ Academic Plan ONLY,Curricular Practicum Education,"The primary purpose of Co-op education is to give international students an opportunity to gain practical knowledge in their field of study.  This course is designed to prepare them for such an experience.  It consists of a series of lectures on topics that will familiarize them with Silicon Valley working environment, and will enable them to relate their experience in the industry to their academic program.  Attendance is mandatory. Prerequisite:  Students must a minimum of 3 consecutive quarters of full time course enrollment and be in good academic standing (Cumulative grade point average must be 3.0 or higher)."
MSIS,2798,"['Kadambi,Vasu']",MSINFSYSMJ Academic Plan ONLY,Extended Curricular Practicum Education,
MSIS,2801,"['Hajimusa,Imran Ashraf']",(MSIS 601 OR 2601) AND (MSIS 603 OR 2603) AND MSINFSYSMJ,Mobile Payment and e_Commerce Security,"This course reviews the advancements in mobile payments, crypto-currency and on-line transaction security and will prepare you to engage in platform and application development for this emerging new market. You will learn the fundamentals of secure chip-cards processing as mandated by the Europay, MasterCard and Visa (EMV). Various mobile payment technologies will be discussed in details with a special focus on the pros and cons of Near Field Communication (NFC), secure element, Host Card Emulation (HCE), Bluetooth, QR codes, tokens and eWallets. The course covers online transaction security risks such as Heartbleed, and fraud prevention methods including multi-level authentication, biometrics, cloud-based security and Fast Identification Online (FIDO). The course concludes with a discussion on role of crypto-currency and future trends.

By the end of the course, you will have a thorough understanding of mobile payments, secure card, cloud-based e-commerce, online authentication and end-to-end secure data transfer from device to the cloud, including all the entities involved in processing the transaction. Prerequisites: MSIS 2601, and MSIS 2605."
MSIS,2802,"['Samorani,Michele' 'Tan,Tzu-Chin' 'Vrdoljak,Denis Nikola']",,,
MSIS,2803,"['Kadambi,Vasu']",MSIS 2601 AND MSIS 2605 AND MSINFSYSMJ,The Internet of Things,"This course introduces students to the principles underlying the Internet of Things (IoT).
It starts with the history of various technologies that have enabled IoT. It will cover types of IoT
architectures, sensor technologies, hardware platforms, communication protocols at various IoT
stacks, machine-to- machine communication, IPv6-based solutions, the IEEE 802.15.4 standard
that governs and defines IoT protocols, the IoT cloud infrastructure, and security and remote
management of IoT devices.
This course will also provide students with the application skills necessary to cement the
IoT principles learned. Students who would like to take on leadership or managerial roles will
find the principles learned in this course very helpful in implementing a unique and effective
IoT-based business strategy for their organization. Students will be required to work in teams to
design and build working a IoT system."
MSIS,2804,"['Wang,Yuan']",MSIS 2601,Mobile App Development for Business (MADB),"Mobile platforms and apps have become core components of business today. With over 2.5
million apps available for smartphones, understanding the basic concepts underlying mobile
apps has become a core necessity for business practitioners - particularly for executives and
entrepreneurs. Business professionals now need to obtain in-depth knowledge of what is
inside a mobile app, how one gets built, and where the business value resides. The best and
most practical way for these professionals to develop this knowledge is for them to actually
build a set of mobile apps, hands-on from the ground up. This course presents the business
and technical foundation for mobile platforms and app development."
MSIS,2805,"['Klaben,Jeffrey Shawn' 'nan']",MSINFSYSMJ Academic Plan ONLY,"How Engineers, Business people and Lawyers Communicate With Each Other","Students from business, engineering, and law learn to understand each others perspectives, speak each others language, and work together effectively in a collaborative environment. Students from different schools will be organized into teams to work together on a simulated project involving a technological matter, such as privacy/security or IP."
MSIS,2806,"['Varma,Subir']",MSBUSAMJ Academic Plan Only,Reinforcement Learning,"The objective of this course is to provide an in-depth introduction to the topic of
Reinforcement Learning (RL) algorithms. These algorithms are based on the theory of
Dynamic Programming and Markov Decision Processes, which originated more than fifty
years ago. But in recent years, the use of Deep Learning algorithms to RL systems, known
as Deep Reinforcement Learning, has led to big gains in performance for applications
such in Robotics, Quantitative Finance and Game Playing systems.
In the first half of the course we start by discussing Markov Decision Processes, Dynamic
Programming algorithms and the concept of Value Functions. We introduce the idea of
Reinforcement Learning as a way to do optimal control in cases when a system model is
not available and information about the Value Function is obtained by analyzing its sample
paths. RL Algorithms such as Monte Carlo based learning, Temporal Difference Learning
and Q-Learning are discussed in detail. Concepts such as on-policy and off-policy
learning, policy exploration vs exploitation are also explained.
In the second half of the course we introduce the idea of using Deep Learning Neural
Networks as function approximators for RL systems, which leads to a large increase in the
complexity of systems that can be handled using RL. The Deep Q Network (DQN)
algorithm is discussed in detail. We then discuss Policy Gradient methods such as the
REINFORCE algorithm, and then combine Value Function and Policy Gradient methods
together and come up with Actor-Critic Algorithms. We also discuss Model based RL,
which results in the Monte Carlo Tree Search (MCTS) algorithm. Applications of these
concepts in the areas of Game Playing systems, Finance and Robotics are also
discussed."
OMIS,2353,"['Najafi-Asadolahi,Sami']",(MSFNCEMJ OR MSENTREPMJ),Statistical Methods,"Introduces probability and statistical analysis, emphasizing applications to managerial decision problems. Discusses descriptive statistics, probability theory, sampling distributions, statistical estimation, hypothesis testing, and simple and multiple regressions. Additional topics may include exploratory data analysis, analysis of variance, and contingency tables."
OMIS,2355,"['Fatemi,Homi' 'Li,Tao' 'Smith,Stephen A']",(MSISTAT MILESTONE OR OMIS 353) AND MSINFSYSMJ,Computer-Based Decision Models,"Integrative course focusing on the use of computer-based models to improve managerial decision-making. Teaches rigorous formulation of business decision problems, computer-based solution methods, and interpretation of results. Methods include forecasting, sensitivity and scenario analysis, linear programming, decision trees, and simulation. Applies techniques to problems in operations management, finance, accounting, and marketing."
OMIS,2384,"['Bala,Ram']",MSSPLCHNMJ Academic Plan Only,Supply Chain Management,"Focuses on the key challenges and issues relating to design, analysis, and management of manufacturing and logistics systems to gain competitive advantage
through adaptive and time-responsive supply chains. Includes topics on the role of information technology in logistics, rapid logistics, inventory and capacity planning, supplier relationships, supply chain network design, and managing product proliferation."
OMIS,2392,"['Ertekin,Necati']",MSBUSAMJ Academic ONLY,Econometrics for Business Analytics with R,"This is a 4-unit course designed in two parts. The 3-unit lecture session introduces a broad set of econometric tools to analyze large-scale real-world company data to make data-driven business decisions. The 1-unit lab-session features hands-on training in practical data analytics skills using the powerful statistical software environment R. Topics include the Ordinary Least Squares (OLS), model selection, Generalized Least Squares (GLS), instrumental-variables regression, quantile regression, count data models, binary outcome models, and selection models."
OMIS,2598,"['Goldenberg,Charles Bruce']",MSBUSAMJ Academic ONLY,MSBA Internship,"The Leavey School of Business Master of Science in Business Analytics Internship Program enriches
the academic experience of MSBA students through a structured work-learning program. Designed
as a partnership between the Leavey School of Business, Partner Employers and the MSBA student,
the applied experiences gained through an internship complement classroom learning. Internships
provide for an extension of the classroom experience, integrating theory and practice.
Interns take on challenging roles and projects that blend strategic and analytics work:
 Functional areas: Marketing, Supply Chain, Operations, Finance, and other general corporate
functions can all make use of student skill sets.
 Technical Skills &amp; Employability Skills: Functional and Soft Skill Development"
OMIS,2698,"['Sundaram,Kalyana']",MSSPLCHNMJ only,Supply Chain Practicum,Determined by Faculty Director of MS in Supply Chain Management & Analytics
OMIS,3000,"['Bala,Ram' 'Cai,Gangshu' 'Najafi-Asadolahi,Sami' 'Tsay,Andy A'
 'Warren,Graeme Mark Herbert']",(OMIS 3202 OR OMIS 3352 OR OMIS 355) AND (MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ),Business Analytics,"Business Analytics is the scientific analysis of data to make better business decisions. Students in this course will learn to use analytics platforms across a wide variety of applications such as marketing, finance, and supply chain management. They will become familiar with current technological environments for statistical/machine learning and visualization."
OMIS,3052,"['Kiran,Shashi']",,Challenges In:  Business Analytics,"This course introduces key business functions and studies how analytics is used in those
business functions. Various business applications across different functional areas and
industry verticals will be analyzed using real and simulated data to get a deeper
understanding of analytics principles. The objective of the course is to provide the right
level of exposure to the day-to-day life of an analytics professional. Examples of business
functions that will be studied are sales and marketing, finance, supply chain, HR and
finance.
Pre-requisites: OMIS3000 Business Analytics"
OMIS,3200,"['Fatemi,Homi' 'Schaffzin,Richard' 'Warren,Graeme Mark Herbert']",,Quantitative Methods,"Introduces probability and statistical analysis, emphasizing applications to managerial decision problems. Discusses descriptive statistics, probability theory, sampling distributions, statistical estimation, hypothesis testing, and simple and multiple regressions. Additional topics may include exploratory data analysis, analysis of variance, and contingency tables"
OMIS,3202,"['Cai,Gangshu' 'Fatemi,Homi' 'Li,Tao']",(OMIS 3200 OR OMIS 3350) AND MBAMBAMJ AND NOT OMIS 3352,Analytical Decision Making,"This course covers how to rigorously formulate decision problems, apply mathematical optimization, deal with the uncertainties inherent in real business problems, while introducing the corresponding computer modeling tools."
OMIS,3250,"['Ceran,Yasin' 'Kapur,Rajiv' 'Sturge,Yiannoulla' 'nan']",(OMIS 3200 OR OMIS 3350 OR OMIS 353) AND (MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ),Enterprise Platforms,"Software enterprise platforms are the technological foundation of our economy. This course focuses on how enterprise platforms allow companies to function efficiently and competitively, in particular how the platforms help companies gain operational, marketing, and strategic advantages. Students analyze the strategic implications of the platforms, evaluate metrics, and create a proposal for (re)design of an enterprise platform. Course includes in-depth case analyses and no prior knowledge of any programming language is required."
OMIS,3252,"['Agrawal,Narendra' 'Cai,Gangshu' 'Li,Tao' 'Schaffzin,Richard'
 'Warren,Graeme Mark Herbert']",(OMIS 3202 OR OMIS 3352 OR OMIS 355) AND (MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ) AND NOT (OMIS 3357 OR OMIS 357 OR OMIS 857),Operations Management,"This course introduces how firms get the right products and services to the right people, in the right place, at the right time and cost. In addition to firms that provide physical goods, this course covers information enabled, supply-demand matching networks like Uber and AirBnB that vastly reduce cost and  increase convenience in operationally intensive industries"
OMIS,3366,"['Chavali,Sreeram Kishore' 'Zimbra,David Kyle']",(MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ),Database Management Systems,"Introduces database management and database management systems (DBMS). Teaches technical and managerial skills in database planning, analysis, logical design, physical design, implementation, and maintenance. Features hands-on training in database design, development, and implementation using relational DBMS software. Emphasizes designing and developing reliable databases to support organizational management."
OMIS,3374,"['Ceran,Yasin']",,Introduction to Artificial Intelligence,"The course begins by describing what the latest generation of artificial intelligence techniques can actually do.  After an introduction of some  basic concepts and techniques,  the course illustrates both the potential and current limitations of these techniques with examples from a variety of applications.  We spend some time on understanding the strengths and weaknesses of human decision-making and learning, specifically in combination with AI systems.  Exercises will include hands on application of basic AI techniques as well as selection of appropriate technologies for a given problem and anticipation of design implications."
OMIS,3384,"['Bala,Ram']",(OMIS 3200 OR OMIS 3350 OR MSINFSYSMJ MILESTONE) AND (MBAMBAMJ OR MBAJDMMJ OR MSINFSYSMJ) AND NOT OMIS 2384,Supply Chain Management,"Focuses on the key challenges and issues relating to design, analysis, and management of manufacturing and logistics systems to gain competitive advantage
through adaptive and time-responsive supply chains. Includes topics on the role of information technology in logistics, rapid logistics, inventory and capacity planning, supplier relationships, supply chain network design, and managing product proliferation."
OMIS,3385,"['Agrawal,Narendra']",(OMIS 3200 OR OMIS 3350 OR OMIS 353) AND (MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ),Supply Chain Analytics,"This 2-unit course will introduce students to a selection of important problems from all key areas of SCM - Plan, Source, Make and Distribute.  Through real world case studies, students will learn about the broader business context within these problems occur. They will learn how to apply appropriate descriptive and prescriptive techniques to solve these SC problems, and the use of cloud based technology platforms to store, access, visualize and analyze data to make and communicate effective decisions."
OMIS,3387,"['Harris,Timothy David' 'Warren,Graeme Mark Herbert']",(MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ),Global Supply Chain Management,"Global supply chains are the vitally important dynamic networks that connect people,
information, processes and resources across the world involved in the production and delivery of goods and services to customers. This course explores global supply chain relationships, transactions, channels, and logistics infrastructure. Trends and challenges with respect to analytics, politics, economics, and sustainability concerns in global supply chains are discussed."
OMIS,3389,"['Chung,Sunghun' 'Vrdoljak,Denis Nikola']",,R Programming,"Students will learn to manipulate and visualize data using the R programming language. Data manipulation includes importing/exporting data from any source, cleaning, merging, transforming, and reshaping datasets, generating variables using existing data as well as through simulation, and developing programs to generate custom functions that are not available in existing packages. Data visualization includes generating descriptive statistics, tables, graphs, and maps, as well as improving graphs by manipulating plot parameters."
OMIS,3390,"['Propp,Jonathan Bruce']",(MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ),New Product Development,"This course introduces students to the methods companies use to develop and release new products and services. New product development is a challenging, Rewarding activity that can make the difference between success or failure for a company, especially in technology-based industries. Student teams will develop a new product or service applying design thinking techniques. They will also learn the sequence of activities needed to successfully develop and launch a new product or service; understand how the different functions and roles in product development interrelate and work together; learn how to balance strategic and tactical activities in successful product development; develop a better understanding of how to determine and satisfy customer needs; and understand the financial aspects of product development."
OMIS,3391,"['Tangri,Manish Virendrakumar']",,Accelerating Innovation,"This course introduces how contemporary organizations procure innovation ingredients (technology, IP, new business models), from outside the company, through deal-making, to fill gaps and get faster time-to-market. It also covers a 3-box framework, to recognize and manage inherent operational conflicts encountered, as companies innovate new business models, while maintaining current ones. Students learn practical deal-making skills to drive innovation, such as analyzing what external resource(s) (including IP) a firm wants for achieving its strategic intent, finding and selecting who to partner with, structuring and negotiating business contracts, and managing the deal to extract potential synergies. Student teams also study business development activities of a company. Prerequisites: None"
OMIS,3392,"['Ertekin,Necati']",(ECON 3400 OR ECON 3000) AND (MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ),Econometrics for Business Analytics with R,"This is a 4-unit course designed in two parts. The 3-unit lecture session introduces a broad set of econometric tools to analyze large-scale real-world company data to make data-driven business decisions. The 1-unit lab-session features hands-on training in practical data analytics skills using the powerful statistical software environment R. Topics include the Ordinary Least Squares (OLS), model selection, Generalized Least Squares (GLS), instrumental-variables regression, quantile regression, count data models, binary outcome models, and selection models."
OMIS,3490,"['Parsian,Mahmoud']",(ECON 3000 OR ECON 401 OR ECON 2401 OR ECON 3400) AND (MBAMBAMJ OR MBAWKENDMJ OR MBAJDMMJ OR MSFNCEMJ),Machine Learning,"So you want to be a Data Scientist? This course introduces participants to quantitative techniques and algorithms that are based on big data (numerical and textual) or are theoretical models of big systems or optimization that are currently being used widely in business. It introduces topics that are often qualitative but that are now amenable to quantitative treatment. The course will
prepare participants for more rigorous analysis of large data sets as well as introduce machine learning models and data analytics for business intelligence."
OMIS,3698,"['Goldenberg,Charles Bruce' 'Morid,Mohammad Amin' 'Rashidi,Eghbal'
 'Schermann,Michael' 'Trepanier,Daniel Pierre' 'Varma,Subir'
 'Warren,Graeme Mark Herbert']",,Independent Study,
OMIS,3807,"['Klaben,Jeffrey Shawn' 'Stefanski,Jennifer Lauren']",(MBAMBAMJ OR MBAJDMMJ) AND (NOT MGMT 3500 OR MGMT 3502),"How Engineers, Business People and Lawyers Communicate with Each Other","Students from business, engineering, and law learn to understand each others perspectives, speak each others language, and work together effectively in a collaborative environment. Students from different schools will be organized into teams to work together on a simulated project involving a technological matter, such as privacy/security or IP."
